SKU,Name,Units,UOM,Price,Mfg,Notes
WLD-2121,TIG Rod ER308L 4.0mm x 5kg,40,pcs,118.79,ESAB,see attached spec
PRS-1722,Thermocouple Type K 4in line,23,PCS,445.99,Ashcroft,
BRG-1074,Self-Aligning Bearing 30208,236,EA,14.43,SKF,approved by mgr
BRG-1004,DEEP GROOVE BALL BEARING 30208,132,pc,112.34,Timken,approved by mgr
HSE-1765,Hydraulic Filter 3/4in x 3m,29,ea,40.57,Bosch Rexroth,
WLD-2117,MIG Wire ER70S-6 1.0mm x 15kg,7,ea,26.24,Lincoln Electric,need by Friday
BLT-1124,Carriage Bolt M12x60,454,Pc,6.48,Nord-Lock,approved by mgr
SLV-1917,Shaft Coupling 50mm,18,PCS,138.98,Lovejoy,see attached spec
NUT-1269,Cage Nut 1in,1553,Pc,2.46,Brighton-Best,backorder ok
PMP-1898,Screw Pump 3in 20HP,5,pc,6315.67,Flowserve,replacement
WSH-1301,Flat Washer M8,8487,pcs.,1.13,Fastenal,standard
ELC-2062,Control Transformer 16A,8,pcs,110.01,Schneider Electric,
WSH-1300,  Flat Washer M6 ,7476,pc,0.42,Fastenal,
VLV-1596,needle valve 2in,26,pcs,774.04,Velan,backorder ok
PMP-1880,Diaphragm Pump 3in 20HP,5,ea.,5425.88,Flowserve,
BRG-1039,Spherical Roller Bearing UC205,199,pc,89.06,NSK,check inventory first
VLV-1610,Diaphragm Valve 1in,50,pcs.,173.21,Velan,see attached spec
BRG-1039,Spherical Roller Bearing UC205,472,ea.,86.05,NSK,standard
NUT-1278,weld nut 3/4in,8362,EA,2.53,Fastenal,approved by mgr
GSK-1641,Ring Joint Gasket 3in 150#,83,EA,25.61,Garlock,
WSH-1387,Fiber Washer 5/8in,8829,EA,1.91,Fastenal,quarterly order
PIP-1416,  Carbon Steel Pipe SCH80 1/2in x 6m ,125,Pc,106.67,ArcelorMittal,approved by mgr
SLV-1937,Shaft Key 100mm,36,ea,30.30,Rexnord,see attached spec
PMP-1874,  Centrifugal Pump 3in 20HP ,2,ea,1916.91,Xylem,new requirement
ORG-2006,O-Ring Silicone 15mm ID,341,pcs,21.37,SKF,
PIP-1417,Carbon Steel Pipe SCH80 3/4in x 6m,92,Pc,74.07,Nippon Steel,see attached spec
PRS-1727,RTD Sensor PT100 0-300C,30,Pc,205.93,Honeywell,
VLV-1607,PLUG VALVE 6IN,50,pcs,693.34,Emerson,
PMP-1886,Gear Pump 3in 20HP,1,Pc,1466.43,Flowserve,check inventory first
BRG-1056,Needle Roller Bearing 22210,129,pc,68.77,Timken,
VLV-1604,plug valve 2in,18,Pc,452.47,Flowserve,
PRS-1682,Pressure Gauge 0-200psi,5,pc,288.66,WIKA,
ELC-2051,Contactor 100A,47,EA,93.12,Allen-Bradley,
FLG-1516,Slip-On Flange 6in 150#,98,pcs,138.98,Boltex,
HSE-1757,hydraulic pump 3/4in x 3m,48,Pc,645.27,Eaton,
SLV-1928,Shaft Collar 80mm,30,PCS,257.31,Lovejoy,replacement
VLV-1624,Solenoid Valve 1/2in,37,EA,195.07,Neles,
WSH-1368,Tab Washer 3/4in,1051,EA,0.74,Grainger,new requirement
WSH-1362,Tab Washer M10,8113,EA,0.91,Fastenal,replacement
SLV-1953,Mechanical Seal 100mm,27,ea.,250.42,Timken,urgent
SLV-1953,Mechanical Seal 100mm,27,ea.,250.42,Timken,urgent
SLV-1917,Shaft Coupling 50mm,12,EA,256.81,Lovejoy,
GSK-1647,PTFE Envelope Gasket 2in 150#,177,Pc,9.34,Klinger,
PIP-1449,Copper Tube Type L 3/4in x 6m,19,pcs.,27.98,US Steel,check inventory first
NUT-1220,Flange Nut M6,4503,Pc,1.56,Grainger,standard
NUT-1252,Castle Nut M10,1179,pcs.,0.38,McMaster-Carr,need by Friday
MTR-1840,Servo Motor 0.5HP,3,pc,2766.36,Regal Beloit,urgent
PIP-1418,CARBON STEEL PIPE SCH80 1IN X 6M,21,ea,101.04,Nippon Steel,
BLT-1151,U-Bolt M8x30,4033,pc,2.98,Nord-Lock,
BRG-1031,Spherical Roller Bearing 6208,342,Pc,40.81,SKF,approved by mgr
ORG-2025,Lip Seal 30mm ID,104,pcs.,41.50,Trelleborg,need by Friday
PRS-1690,Temperature Gauge 0-500psi,22,PCS,43.10,Endress+Hauser,
PIP-1426,Galvanized Pipe 1in x 6m,172,pcs.,11.01,Nippon Steel,standard
LUB-1979,Anti-Seize Compound 400g,25,PCS,440.77,Castrol,
VLV-1586,Butterfly Valve 1in,27,pcs.,370.54,Emerson,
BLT-1171,Anchor Bolt M8x30,1929,pc,4.38,Hilti,approved by mgr
WSH-1349,fender washer 1in,4947,PCS,1.66,Nord-Lock,
VLV-1620,Relief Valve 2in,16,ea,295.99,Crane,approved by mgr
MTR-1823,Electric Motor 3Phase 3HP,4,PCS,2465.94,Siemens,
FLG-1536,Threaded Flange 1in 150#,7,EA,45.51,Texas Flange,backorder ok
ELC-2052,Contactor 160A,16,pcs,63.57,Allen-Bradley,new requirement
VLV-1592,Needle Valve 1/2in,47,ea.,133.43,Neles,backorder ok
PIP-1460,Chrome Moly Pipe 2in x 6m,78,Pc,163.01,Tata Steel,quarterly order
VLV-1553,Ball Valve Full Port 3/4in,14,ea.,177.92,Cameron,
VLV-1553,Ball Valve Full Port 3/4in,14,ea.,177.92,Cameron,
PMP-1899,Screw Pump 4in 25HP,4,pc,854.23,Ebara,new requirement
ELB-1486,long radius elbow 90deg 4in,134,ea.,42.41,Bonney Forge,
FLG-1543,Threaded Flange 6in 300#,18,Pc,225.81,Coastal Flange,new requirement
ELC-2088,JUNCTION BOX 32A,15,ea,194.86,Schneider Electric,
PRS-1701,Flow Meter 4in line,13,PCS,178.38,Endress+Hauser,urgent
WLD-2126,Flux Core Wire E71T-1 3.2mm x 5kg,20,Pc,39.30,Bohler,
WSH-1349,Fender Washer 1in,7849,pcs,1.86,Nord-Lock,standard
VLV-1603,  Plug Valve 1.5in ,39,ea,798.55,Swagelok,urgent
FLG-1542,Threaded Flange 4in 300#,14,pc,158.07,Boltex,
PMP-1882,Gear Pump 1in 5HP,5,pcs,5111.32,Grundfos,standard
MTR-1861,Explosion Proof Motor 1HP,8,pc,2243.63,Siemens,
BRG-1090,Flanged Bearing Unit 6205,214,EA,37.23,NTN,backorder ok
NUT-1234,Coupling Nut M16,5165,PCS,1.62,Fastenal,new requirement
BRG-1083,Cylindrical Roller Bearing 30206,47,PCS,34.63,NSK,
NUT-1219,lock nut nylon insert 1in,863,ea.,1.85,Grainger,standard
NUT-1250,Castle Nut M6,5618,pcs.,0.08,McMaster-Carr,
BRG-1095,Flanged Bearing Unit 7208,303,PCS,21.87,NSK,backorder ok
PMP-1902,Booster Pump 2in 10HP,4,EA,6906.52,Xylem,standard
FLT-1797,Fuel Filter 10 Micron,19,PCS,69.82,Parker,approved by mgr
MTR-1868,Explosion Proof Motor 20HP,6,EA,1525.21,Regal Beloit,see attached spec
GSK-1656,rubber gasket 4in 150#,19,PCS,11.83,Klinger,
SLV-1937,SHAFT KEY 100MM,8,pc,103.30,Rexnord,
WSH-1380,Fiber Washer M6,7271,ea,1.75,Fastenal,
VLV-1567,Gate Valve 6in,15,ea,601.71,Emerson,
SLV-1909,Shaft Sleeve 50mm,25,ea.,42.97,Lovejoy,
PRS-1712,Pressure Transmitter 0-150C,9,pcs,352.07,Endress+Hauser,urgent
WSH-1399,Copper Washer 1in,9989,Pc,0.43,McMaster-Carr,
WSH-1314,Lock Washer M16,4164,Pc,1.61,Nord-Lock,quarterly order
MTR-1821,Electric Motor 3Phase 1HP,9,pc,762.67,Regal Beloit,check inventory first
SLV-1912,Shaft Sleeve 80mm,21,pcs,239.81,Timken,approved by mgr
ELC-2054,Overload Relay 16A,44,pc,194.96,Allen-Bradley,see attached spec
PMP-1904,Booster Pump 3in 20HP,2,EA,907.82,Ebara,need by Friday
FLG-1546,Lap Joint Flange 3in 150#,62,pc,154.15,Boltex,
FLG-1521,Blind Flange 2in 150#,54,PCS,182.43,Coastal Flange,standard
GSK-1642,RING JOINT GASKET 4IN 150#,142,pc,23.23,Klinger,quarterly order
GSK-1642,RING JOINT GASKET 4IN 150#,142,pc,23.23,Klinger,quarterly order
PRS-1698,Flow Meter 0-150C,26,Pc,140.55,Honeywell,
BRG-1041,Thrust Ball Bearing 6208,438,Pc,29.83,Koyo,check inventory first
PRS-1707,Level Transmitter 2in line,30,pc,383.13,Yokogawa,quarterly order
WSH-1310,Lock Washer M6,7209,pcs.,1.63,McMaster-Carr,see attached spec
PRS-1720,Thermocouple Type K 0-300C,16,Pc,310.58,Endress+Hauser,need by Friday
PRS-1718,Thermocouple Type K 0-500psi,13,EA,274.12,WIKA,replacement
PIP-1451,copper tube type l 1.5in x 6m,55,PCS,273.30,POSCO,
WLD-2105,Welding Rod E6010 1.0mm x 15kg,14,pc,87.46,Hobart,standard
SLV-1950,Mechanical Seal 60mm,10,pcs.,97.05,Martin Sprocket,see attached spec
BLT-1186,Structural Bolt M20x100,4869,pcs.,3.55,Grainger,check inventory first
HSE-1759,Hydraulic Pump 1/4in,46,pcs.,430.77,Eaton,
HSE-1738,Hydraulic Fitting 1/4in x 1m,39,pc,444.06,Bosch Rexroth,standard
NUT-1269,Cage Nut 1in,9699,pcs,2.28,Brighton-Best,new requirement
GSK-1654,Rubber Gasket 2in 150#,105,pcs,60.57,Flexitallic,see attached spec
SLV-1925,  Shaft Collar 50mm ,37,EA,103.89,John Crane,approved by mgr
MTR-1834,Gear Motor 5HP,10,pc,2169.54,Siemens,
PMP-1874,Centrifugal Pump 3in 20HP,5,pcs.,2524.70,Xylem,
LUB-1984,Penetrating Oil 400g,23,Pc,417.59,Kluber,
PIP-1402,Steel Pipe SCH40 1in x 6m,79,pcs,298.67,POSCO,backorder ok
BRG-1019,Tapered Roller Bearing UC205,95,EA,21.36,SKF,approved by mgr
NUT-1238,Coupling Nut 3/4in,7128,ea,2.19,Fastenal,
PIP-1453,copper tube type l 3in x 6m,69,PCS,299.05,Tata Steel,
ORG-2017,Oil Seal 30mm ID,140,pcs,5.40,Freudenberg,see attached spec
NUT-1286,Acorn Nut 1/2in,1896,pcs,1.28,Grainger,
NUT-1245,Wing Nut M20,921,pcs,2.05,Grainger,new requirement
NUT-1245,Wing Nut M20,921,pcs,2.05,Grainger,new requirement
BRG-1004,Deep Groove Ball Bearing 30208,45,ea.,52.68,Timken,quarterly order
BLT-1141,Eye Bolt M8x30,859,ea.,4.47,Fastenal,quarterly order
BLT-1141,Eye Bolt M8x30,859,ea.,4.47,Fastenal,quarterly order
VLV-1589,Butterfly Valve 3in,45,pcs.,677.67,Neles,standard
FLG-1538,Threaded Flange 3in 150#,72,pc,113.18,Georg Fischer,backorder ok
PRS-1709,Pressure Transmitter 0-100psi,9,ea.,54.86,Yokogawa,backorder ok
NUT-1264,Cage Nut M16,5100,ea,0.66,Grainger,
GSK-1656,rubber gasket 4in 150#,62,ea,17.69,Klinger,
VLV-1587,butterfly valve 1.5in,35,ea.,317.63,Neles,check inventory first
PIP-1430,Galvanized Pipe 4in x 6m,158,ea.,283.60,ArcelorMittal,see attached spec
ELB-1467,Elbow 90deg 1.5in,155,pc,32.97,Smith-Cooper,
SLV-1906,Shaft Sleeve 25mm,40,Pc,187.63,Dodge,backorder ok
MTR-1833,Gear Motor 3HP,1,pcs,1391.79,Siemens,replacement
PIP-1424,Galvanized Pipe 1/2in x 6m,130,EA,30.12,Tata Steel,approved by mgr
PIP-1461,Chrome Moly Pipe 3in x 6m,109,ea.,252.90,ArcelorMittal,see attached spec
VLV-1589,Butterfly Valve 3in,15,pc,345.56,Neles,urgent
BRG-1007,DEEP GROOVE BALL BEARING NU210,451,EA,106.23,SKF,
BLT-1126,Carriage Bolt M20x100,1124,Pc,7.51,Hilti,see attached spec
PIP-1451,Copper Tube Type L 1.5in x 6m,90,EA,192.12,POSCO,urgent
MTR-1849,Servo Motor 25HP,1,EA,2738.63,ABB,standard
PIP-1414,SS Pipe SCH10 4in x 6m,53,Pc,248.35,Nippon Steel,
WSH-1379,Sealing Washer 1in,6415,ea.,1.71,Nord-Lock,approved by mgr
PRS-1702,Level Transmitter 0-100psi,4,PCS,116.76,Emerson Rosemount,need by Friday
HSE-1738,Hydraulic Fitting 1/4in x 1m,28,pcs,524.75,Bosch Rexroth,
FLT-1784,Air Filter Element 5 Micron,35,ea,175.26,Hydac,check inventory first
MTR-1837,Gear Motor 15HP,7,pc,2280.77,Siemens,approved by mgr
BRG-1032,Spherical Roller Bearing 6310,190,pcs.,88.72,NSK,standard
VLV-1597,Needle Valve 3in,30,Pc,438.93,Swagelok,quarterly order
FLT-1803,Water Filter Cartridge 10 Micron,41,pcs.,113.30,Parker,
GSK-1648,PTFE Envelope Gasket 3in 150#,136,PCS,47.60,Klinger,quarterly order
ELC-2062,Control Transformer 16A,50,EA,111.28,Schneider Electric,
ELC-2062,Control Transformer 16A,50,EA,111.28,Schneider Electric,
FLG-1508,Weld Neck Flange 6in 150#,38,Pc,180.14,Coastal Flange,see attached spec
BRG-1038,Spherical Roller Bearing 51105,65,pcs.,48.03,INA,standard
HSE-1771,Quick Disconnect Coupling 3/8in x 2m,40,pc,30.88,Eaton,approved by mgr
PMP-1876,Diaphragm Pump 1in 5HP,5,pc,4308.95,Ebara,
PMP-1876,Diaphragm Pump 1in 5HP,5,pc,4308.95,Ebara,
BLT-1175,ANCHOR BOLT M16X80,2185,ea.,5.13,Grainger,replacement
NUT-1201,hex nut m8,5467,pcs.,0.76,Wurth,
BLT-1157,U-Bolt 1/2x2in,523,pc,7.40,Hilti,see attached spec
GSK-1680,Metal Jacketed Gasket 2in 300#,61,Pc,50.37,Lamons,
NUT-1221,Flange Nut M8,3791,pcs.,0.69,McMaster-Carr,replacement
FLG-1535,socket weld flange 6in 300#,32,pc,210.34,Texas Flange,
MTR-1835,Gear Motor 7.5HP,8,pcs.,1189.25,Regal Beloit,
BRG-1093,FLANGED BEARING UNIT 30206,139,PCS,15.04,Timken,check inventory first
GSK-1667,KAMMPROFILE GASKET 1IN 150#,29,pcs,32.99,Teadit,
FLG-1521,Blind Flange 2in 150#,29,pcs.,195.80,Coastal Flange,urgent
MTR-1856,STEPPER MOTOR 10HP,6,ea,858.44,Baldor,
WSH-1324,Spring Washer M16,9633,Pc,1.19,Grainger,
NUT-1232,Coupling Nut M10,614,pc,1.39,Brighton-Best,approved by mgr
WSH-1311,Lock Washer M8,4852,pcs,1.79,Fastenal,approved by mgr
BLT-1149,Eye Bolt 3/4x4in,3248,EA,3.61,Wurth,approved by mgr
NUT-1295,T-Nut M20,866,pcs.,0.76,Wurth,
NUT-1286,Acorn Nut 1/2in,2679,PCS,1.34,Grainger,
VLV-1626,SOLENOID VALVE 1IN,47,ea.,647.18,Emerson,
VLV-1587,Butterfly Valve 1.5in,16,EA,798.30,Neles,quarterly order
VLV-1587,Butterfly Valve 1.5in,16,EA,798.30,Neles,quarterly order
VLV-1595,Needle Valve 1.5in,19,pcs.,58.58,Crane,check inventory first
PIP-1457,Chrome Moly Pipe 3/4in x 6m,70,pcs,160.47,ArcelorMittal,
ELB-1499,Reducing Elbow 1.5in,168,ea,70.72,Smith-Cooper,backorder ok
PIP-1407,Steel Pipe SCH40 6in x 6m,157,ea,349.21,POSCO,approved by mgr
PIP-1407,Steel Pipe SCH40 6in x 6m,157,ea,349.21,POSCO,approved by mgr
VLV-1630,Solenoid Valve 4in,22,PCS,606.58,Velan,quarterly order
WLD-2108,Welding Rod E7018 3.2mm x 5kg,25,PCS,83.65,Miller,
BRG-1012,Tapered Roller Bearing 6310,253,EA,89.97,Koyo,see attached spec
BRG-1027,ANGULAR CONTACT BEARING NU210,14,pcs,99.82,FAG,
PMP-1903,Booster Pump 2in 15HP,4,pcs.,4537.17,Xylem,
FLG-1532,Socket Weld Flange 6in 150#,63,pcs.,198.64,Bonney Forge,see attached spec
ELB-1492,Street Elbow 90deg 2in,89,PCS,54.77,Smith-Cooper,
VLV-1588,Butterfly Valve 2in,27,pc,589.10,Velan,
HSE-1756,  Hydraulic Pump 1/2in x 3m ,30,pcs,423.50,Bosch Rexroth,
LUB-1961,Hydraulic Oil 5L,9,pc,333.64,Shell,backorder ok
PRS-1681,Pressure Gauge 0-100psi,15,pcs,145.44,Emerson Rosemount,
PRS-1681,Pressure Gauge 0-100psi,15,pcs,145.44,Emerson Rosemount,
FLG-1505,weld neck flange 2in 150#,87,Pc,267.68,Georg Fischer,new requirement
ORG-2007,O-Ring Silicone 20mm ID,430,EA,16.88,Parker,backorder ok
BRG-1099,Flanged Bearing Unit UC205,496,EA,119.80,FAG,
SLV-1924,Shaft Collar 40mm,8,pcs,65.39,John Crane,replacement
NUT-1203,Hex Nut M12,9097,ea.,2.09,McMaster-Carr,need by Friday
NUT-1230,Coupling Nut M6,1424,ea.,1.48,Wurth,need by Friday
FLG-1546,Lap Joint Flange 3in 150#,20,ea,48.33,Boltex,check inventory first
ELC-2083,Cable Gland 100A,42,EA,181.46,Schneider Electric,
FLG-1537,THREADED FLANGE 2IN 150#,43,Pc,219.10,Boltex,urgent
BRG-1054,needle roller bearing 30208,103,Pc,92.64,SKF,
FLG-1523,Blind Flange 4in 150#,17,ea,252.72,Georg Fischer,see attached spec
NUT-1286,Acorn Nut 1/2in,5723,pc,2.54,Grainger,urgent
FLT-1781,Oil Filter Element 50 Micron,62,Pc,60.55,Mahle,quarterly order
WLD-2110,Welding Rod E7018 0.8mm x 15kg,29,ea,90.87,Hobart,need by Friday
WSH-1343,Fender Washer M12,5849,Pc,1.26,McMaster-Carr,see attached spec
BRG-1065,pillow block bearing 7208,334,EA,80.95,Koyo,new requirement
PIP-1437,PVC Pipe SCH40 3in x 6m,120,EA,273.88,US Steel,replacement
ORG-1994,O-Ring Buna-N 40mm ID,355,pc,15.91,Freudenberg,check inventory first
ORG-1994,O-Ring Buna-N 40mm ID,355,pc,15.91,Freudenberg,check inventory first
FLT-1802,Water Filter Cartridge 5 Micron,44,pcs,169.72,Donaldson,need by Friday
ELC-2039,circuit breaker 25a,8,PCS,123.56,Allen-Bradley,backorder ok
WLD-2112,Welding Rod E7018 1.2mm x 15kg,41,pcs.,81.38,ESAB,approved by mgr
GSK-1668,Kammprofile Gasket 2in 150#,21,PCS,9.57,Teadit,new requirement
VLV-1577,Check Valve Swing 3/4in,37,pcs,309.46,Swagelok,replacement
ORG-2000,O-Ring Viton 25mm ID,218,pc,3.95,Parker,new requirement
VLV-1573,Globe Valve 3in,35,EA,720.37,Emerson,
ELB-1492,Street Elbow 90deg 2in,188,pcs,25.70,Smith-Cooper,see attached spec
WLD-2120,TIG Rod ER308L 3.2mm x 5kg,80,ea,54.58,Hobart,need by Friday
BLT-1126,Carriage Bolt M20x100,3452,ea.,6.29,Hilti,see attached spec
PIP-1432,PVC Pipe SCH40 1/2in x 6m,114,ea,282.68,Nippon Steel,check inventory first
FLG-1514,Slip-On Flange 3in 150#,95,ea.,51.65,Bonney Forge,approved by mgr
GSK-1676,Metal Jacketed Gasket 3in 150#,31,ea.,53.12,Flexitallic,
FLG-1545,Lap Joint Flange 2in 150#,67,pcs.,165.99,Coastal Flange,
ELC-2084,Cable Gland 160A,10,PCS,198.75,Eaton,quarterly order
ORG-1992,O-Ring Buna-N 25mm ID,82,EA,44.14,Parker,quarterly order
ORG-1990,O-Ring Buna-N 15mm ID,422,Pc,13.29,SKF,quarterly order
WSH-1381,Fiber Washer M8,968,ea,1.13,McMaster-Carr,standard
BRG-1017,tapered roller bearing nu210,238,ea,36.10,Timken,need by Friday
FLT-1804,WATER FILTER CARTRIDGE 25 MICRON,92,ea,129.54,Mahle,new requirement
BLT-1143,Eye Bolt M10x50,354,pcs.,2.78,Hilti,
BLT-1166,Stud Bolt M20x100,1770,PCS,7.47,McMaster-Carr,replacement
FLG-1525,Blind Flange 2in 300#,12,pcs.,177.63,Boltex,urgent
NUT-1251,Castle Nut M8,9916,EA,2.87,Fastenal,approved by mgr
WSH-1391,Copper Washer M8,4150,ea.,0.30,Fastenal,
BRG-1024,Angular Contact Bearing 30208,147,pc,36.16,Koyo,
SLV-1932,SHAFT KEY 40MM,8,pc,241.30,Timken,
PMP-1902,  Booster Pump 2in 10HP ,3,pcs.,2933.26,Xylem,standard
ELC-2077,Cable Gland 10A,22,pcs.,96.08,Siemens,approved by mgr
WSH-1352,Wave Washer M10,7623,Pc,1.91,McMaster-Carr,need by Friday
ELC-2071,  Terminal Block 25A ,30,pcs,214.40,Allen-Bradley,check inventory first
MTR-1838,Gear Motor 20HP,8,pcs.,2121.08,Baldor,quarterly order
ELB-1491,Street Elbow 90deg 1.5in,112,pcs.,24.32,Smith-Cooper,
ELC-2037,Circuit Breaker 10A,41,EA,53.35,Schneider Electric,
NUT-1285,Acorn Nut M20,1403,pcs.,1.82,Fastenal,approved by mgr
ELB-1486,Long Radius Elbow 90deg 4in,76,Pc,68.06,Bonney Forge,need by Friday
SLV-1926,Shaft Collar 60mm,9,pc,41.25,Martin Sprocket,check inventory first
ELC-2067,Control Transformer 100A,39,ea.,372.12,Schneider Electric,urgent
BRG-1009,Deep Groove Ball Bearing UC205,448,pc,86.19,SKF,quarterly order
BRG-1000,Deep Groove Ball Bearing 6205,118,ea.,62.40,NTN,approved by mgr
BLT-1179,Anchor Bolt 3/4x4in,1212,ea,1.21,Hilti,approved by mgr
BRG-1035,Spherical Roller Bearing 7208,204,Pc,118.93,SKF,new requirement
PIP-1442,CPVC Pipe 1in x 6m,198,ea.,170.02,POSCO,
BRG-1016,Tapered Roller Bearing 22210,328,pc,69.31,SKF,
PRS-1724,RTD Sensor PT100 0-200psi,6,pc,291.33,Ashcroft,quarterly order
NUT-1261,CAGE NUT M8,701,ea,2.25,Grainger,backorder ok
NUT-1238,Coupling Nut 3/4in,3641,pcs.,0.57,Fastenal,urgent
FLG-1537,  Threaded Flange 2in 150# ,74,pc,161.22,Boltex,standard
VLV-1615,Diaphragm Valve 6in,33,Pc,457.38,Swagelok,
PIP-1406,Steel Pipe SCH40 4in x 6m,183,ea,74.96,Tenaris,replacement
GSK-1635,Spiral Wound Gasket 4in 150#,183,pcs,55.33,Garlock,
PIP-1452,COPPER TUBE TYPE L 2IN X 6M,61,EA,200.01,Nippon Steel,replacement
WSH-1366,Tab Washer 1/2in,4779,pcs.,1.65,McMaster-Carr,
HSE-1765,Hydraulic Filter 3/4in x 3m,48,ea.,163.11,Bosch Rexroth,replacement
NUT-1249,Wing Nut 1in,9701,pcs,1.38,Wurth,see attached spec
PRS-1729,RTD Sensor PT100 4in line,30,pcs,134.23,Honeywell,check inventory first
PRS-1729,RTD Sensor PT100 4in line,30,pcs,134.23,Honeywell,check inventory first
NUT-1270,  Weld Nut M6 ,7435,pcs,1.43,Fastenal,approved by mgr
ELC-2087,Junction Box 25A,44,ea.,217.29,Allen-Bradley,approved by mgr
BRG-1014,Tapered Roller Bearing 30208,295,Pc,76.33,INA,need by Friday
LUB-1976,Chain Lubricant 5L,17,PCS,394.49,Total,quarterly order
LUB-1976,Chain Lubricant 5L,17,PCS,394.49,Total,quarterly order
BRG-1017,Tapered Roller Bearing NU210,26,EA,83.30,Timken,
HSE-1751,Hydraulic Cylinder 1/4in,23,pcs.,679.75,Hydac,
HSE-1751,Hydraulic Cylinder 1/4in,23,pcs.,679.75,Hydac,
ELB-1500,Reducing Elbow 2in,17,Pc,6.35,Smith-Cooper,
WSH-1300,Flat Washer M6,6147,ea,1.98,Fastenal,
VLV-1562,GATE VALVE 1IN,2,pcs,328.83,Velan,new requirement
PIP-1453,Copper Tube Type L 3in x 6m,143,pc,230.90,Tata Steel,need by Friday
GSK-1637,Spiral Wound Gasket 8in 150#,56,ea,53.38,Garlock,
PMP-1890,Peristaltic Pump 2in 10HP,1,PCS,1296.46,Sulzer,backorder ok
NUT-1247,Wing Nut 5/8in,1694,pcs,0.33,Grainger,check inventory first
HSE-1733,Hydraulic Hose 3/4in x 3m,23,ea,43.81,Bosch Rexroth,need by Friday
HSE-1733,Hydraulic Hose 3/4in x 3m,23,ea,43.81,Bosch Rexroth,need by Friday
BLT-1159,U-Bolt 3/4x4in,1722,PCS,1.36,McMaster-Carr,see attached spec
PIP-1413,SS Pipe SCH10 3in x 6m,78,ea,40.78,ArcelorMittal,need by Friday
PMP-1889,Peristaltic Pump 1.5in 7.5HP,2,Pc,7113.59,Xylem,backorder ok
ELB-1503,REDUCING ELBOW 6IN,183,pcs,23.52,Anvil International,approved by mgr
LUB-1967,Gear Oil 20L,47,ea.,26.80,Mobil,
FLG-1550,  Lap Joint Flange 4in 300# ,25,Pc,117.07,Boltex,approved by mgr
FLT-1784,Air Filter Element 5 Micron,14,EA,153.89,Hydac,urgent
WSH-1345,Fender Washer M20,2283,PCS,1.03,Fastenal,see attached spec
PIP-1413,SS Pipe SCH10 3in x 6m,181,Pc,221.21,ArcelorMittal,
BLT-1195,Lag Bolt M16x80,2730,Pc,4.22,Fastenal,
NUT-1251,Castle Nut M8,9208,ea.,1.84,Fastenal,
FLG-1516,Slip-On Flange 6in 150#,49,pcs.,47.50,Boltex,quarterly order
WSH-1385,Fiber Washer M20,8000,pcs.,1.46,Nord-Lock,new requirement
ELC-2044,Circuit Breaker 160A,37,ea,342.66,Allen-Bradley,
HSE-1760,Hydraulic Pump 3/8in,19,pcs.,249.41,Bosch Rexroth,new requirement
BRG-1045,thrust ball bearing 7208,394,ea.,107.94,Koyo,
PRS-1702,Level Transmitter 0-100psi,4,PCS,69.71,Emerson Rosemount,
ELB-1482,Long Radius Elbow 90deg 1in,126,EA,16.61,Smith-Cooper,
FLT-1780,Oil Filter Element 25 Micron,68,PCS,82.64,Pall Corporation,approved by mgr
PMP-1872,Centrifugal Pump 2in 10HP,2,EA,1751.14,Grundfos,
WSH-1341,  Fender Washer M8 ,7351,ea,1.29,Nord-Lock,
VLV-1562,Gate Valve 1in,19,EA,73.20,Velan,
NUT-1287,Acorn Nut 5/8in,8233,Pc,1.57,Brighton-Best,approved by mgr
NUT-1201,Hex Nut M8,8132,pc,0.39,Wurth,quarterly order
BRG-1076,Self-Aligning Bearing 22210,268,pcs,50.46,NTN,backorder ok
BRG-1024,Angular Contact Bearing 30208,63,pc,72.47,Koyo,
BLT-1196,Lag Bolt M20x100,2964,PCS,1.18,McMaster-Carr,see attached spec
MTR-1840,Servo Motor 0.5HP,6,Pc,3478.07,Regal Beloit,check inventory first
VLV-1556,Ball Valve Full Port 2in,17,ea,749.93,Velan,
ELB-1476,Elbow 45deg 2in,40,ea.,5.61,Victaulic,
FLG-1550,Lap Joint Flange 4in 300#,78,EA,180.16,Boltex,replacement
PMP-1880,Diaphragm Pump 3in 20HP,2,PCS,2664.08,Flowserve,standard
WSH-1396,Copper Washer 1/2in,1201,EA,1.62,Grainger,see attached spec
FLG-1512,Slip-On Flange 1in 150#,93,Pc,41.92,Bonney Forge,
ELC-2078,Cable Gland 16A,4,ea.,289.14,Eaton,urgent
PMP-1882,  Gear Pump 1in 5HP ,1,Pc,486.42,Grundfos,
NUT-1244,Wing Nut M16,8377,pcs.,1.00,Grainger,check inventory first
SLV-1918,Shaft Coupling 60mm,10,EA,266.54,Timken,check inventory first
HSE-1750,Hydraulic Cylinder 1in x 5m,37,pcs.,485.49,Parker,
SLV-1922,Shaft Collar 25mm,28,ea.,125.25,Rexnord,
PIP-1434,PVC PIPE SCH40 1IN X 6M,28,pcs.,234.14,POSCO,check inventory first
LUB-1982,Anti-Seize Compound 20L,33,pcs.,206.14,Castrol,check inventory first
GSK-1665,Graphite Gasket 8in 150#,98,PCS,15.22,Lamons,urgent
PRS-1704,Level Transmitter 0-500psi,19,pcs.,63.58,Honeywell,
