Part Number,Description,Qty,UOM,Unit Price,Supplier
WSH-1358,Wave Washer 3/4in,9622,Each,1.75,McMaster Supply Co
FLG-1525,blind flange 2in 300#,17,pcs,115.47,McMaster Supply Co
VLV-1626,Solenoid Valve 1in,28,EA,645.14,Georg Fischer Piping
ELC-2095,Push Button Switch 25A,28,Pieces,71.37,Georg Fischer Piping
WSH-1332,Belleville Washer M10,8788,pcs.,1.66,ABB Sales Division
NUT-1253,Castle Nut M12,820,Pcs,0.39,SKF Distributor Inc
WSH-1306,flat washer 1/2in,9298,pcs,0.29,Fastenal Direct
WLD-2101,Welding Rod E6010 2.5mm x 5kg,18,Pcs,37.54,Fastenal Direct
NUT-1239,Coupling Nut 1in,9215,ea.,0.88,Fastenal Direct
VLV-1575,Globe Valve 6in,5,EA,763.18,Grainger Industrial
GSK-1640,Ring Joint Gasket 2in 150#,87,pcs,6.98,Swagelok Authorized
MTR-1848,  Servo Motor 20HP ,2,Each,3031.68,Swagelok Authorized
ELB-1464,Elbow 90deg 1/2in,162,EA,67.14,Grainger Industrial
MTR-1827,Electric Motor 3Phase 15HP,9,EA,438.73,Georg Fischer Piping
ELB-1472,Elbow 45deg 1/2in,70,EA,8.55,McMaster Supply Co
SLV-1906,Shaft Sleeve 25mm,13,Each,64.83,Georg Fischer Piping
FLG-1547,  Lap Joint Flange 4in 150# ,73,Pieces,132.96,Parker Hannifin
BRG-1006,Deep Groove Ball Bearing 22210,351,Each,60.18,ABB Sales Division
BLT-1174,Anchor Bolt M12x60,1539,EA,4.79,Georg Fischer Piping
HSE-1744,Hydraulic Fitting 3/8in,36,Pieces,292.75,Grainger Industrial
BRG-1053,Needle Roller Bearing 30206,379,pcs,26.55,Fastenal Direct
PIP-1460,Chrome Moly Pipe 2in x 6m,115,ea,285.52,Swagelok Authorized
ELC-2096,Push Button Switch 32A,4,Each,91.13,Swagelok Authorized
ELC-2088,Junction Box 32A,38,Each,299.79,McMaster Supply Co
BLT-1107,HEX BOLT 1/2X2IN,3221,EA,0.22,Georg Fischer Piping
MTR-1854,Stepper Motor 5HP,9,Pieces,2766.42,Swagelok Authorized
BLT-1173,Anchor Bolt M10x50,1550,ea,3.12,Parker Hannifin
WSH-1332,Belleville Washer M10,918,ea.,0.88,SKF Distributor Inc
PRS-1705,level transmitter 0-150c,27,pcs,429.55,Parker Hannifin
NUT-1233,Coupling Nut M12,7561,Pieces,2.26,Georg Fischer Piping
PRS-1683,Pressure Gauge 0-500psi,14,ea,145.73,Georg Fischer Piping
BLT-1120,Carriage Bolt M6x20,909,Each,6.91,Grainger Industrial
LUB-1967,Gear Oil 20L,30,Pieces,287.35,Grainger Industrial
ELC-2045,Contactor 10A,8,ea,330.87,Grainger Industrial
ELC-2045,Contactor 10A,8,ea,330.87,Grainger Industrial
WSH-1383,Fiber Washer M12,245,ea.,0.27,ABB Sales Division
WLD-2127,Flux Core Wire E71T-1 4.0mm x 5kg,89,Pieces,24.42,Parker Hannifin
WLD-2126,Flux Core Wire E71T-1 3.2mm x 5kg,18,EA,45.51,SKF Distributor Inc
LUB-1987,Penetrating Oil 20L,30,Pcs,144.37,Fastenal Direct
MTR-1862,Explosion Proof Motor 2HP,10,Pcs,457.63,Grainger Industrial
VLV-1597,Needle Valve 3in,43,Pieces,345.72,Fastenal Direct
WSH-1310,Lock Washer M6,2020,ea,0.19,McMaster Supply Co
PRS-1693,Temperature Gauge 2in line,17,ea,299.17,Swagelok Authorized
NUT-1221,Flange Nut M8,6474,ea.,2.58,McMaster Supply Co
HSE-1749,HYDRAULIC CYLINDER 3/4IN X 3M,44,EA,668.39,McMaster Supply Co
ORG-2023,Lip Seal 20mm ID,244,EA,39.07,McMaster Supply Co
WSH-1383,Fiber Washer M12,4720,Pieces,0.56,ABB Sales Division
WSH-1363,Tab Washer M12,2012,pcs.,1.59,Georg Fischer Piping
FLG-1544,Lap Joint Flange 1in 150#,62,ea.,135.37,Fastenal Direct
ORG-1993,O-Ring Buna-N 30mm ID,324,pcs,19.76,Swagelok Authorized
WSH-1349,Fender Washer 1in,9203,pcs,1.64,Swagelok Authorized
HSE-1735,  Hydraulic Hose 1/4in ,45,ea.,194.28,Parker Hannifin
BLT-1143,Eye Bolt M10x50,2519,ea.,2.44,McMaster Supply Co
PRS-1729,RTD Sensor PT100 4in line,17,Each,227.56,Georg Fischer Piping
BLT-1169,Stud Bolt 3/4x4in,4060,pcs,1.96,ABB Sales Division
ORG-1994,o-ring buna-n 40mm id,298,EA,24.35,Fastenal Direct
FLT-1778,Oil Filter Element 5 Micron,78,ea,169.68,McMaster Supply Co
WSH-1337,Belleville Washer 5/8in,2750,EA,1.62,Fastenal Direct
ELC-2067,control transformer 100a,33,pcs.,178.99,Grainger Industrial
ELC-2067,control transformer 100a,33,pcs.,178.99,Grainger Industrial
BLT-1113,Socket Head Cap Screw M10x50,2329,Each,3.11,ABB Sales Division
GSK-1671,Kammprofile Gasket 6in 150#,67,Pcs,7.82,SKF Distributor Inc
MTR-1848,Servo Motor 20HP,9,Each,1590.17,SKF Distributor Inc
ORG-1989,O-Ring Buna-N 10mm ID,180,pcs.,32.90,Parker Hannifin
PIP-1457,Chrome Moly Pipe 3/4in x 6m,196,Pcs,309.95,SKF Distributor Inc
PRS-1725,RTD Sensor PT100 0-500psi,28,Each,207.03,Parker Hannifin
FLT-1818,Strainer Basket 100 Micron,27,Each,177.46,Grainger Industrial
FLT-1818,Strainer Basket 100 Micron,27,Each,177.46,Grainger Industrial
GSK-1640,Ring Joint Gasket 2in 150#,162,Pieces,25.37,Fastenal Direct
HSE-1775,Quick Disconnect Coupling 1/4in,36,EA,379.19,ABB Sales Division
ELC-2046,contactor 16a,45,Pieces,137.78,Swagelok Authorized
ELC-2067,Control Transformer 100A,34,Pcs,178.94,Swagelok Authorized
NUT-1223,Flange Nut M12,1235,pcs,2.21,Georg Fischer Piping
WSH-1372,Sealing Washer M10,764,Pieces,0.53,Swagelok Authorized
FLT-1794,Hydraulic Filter Element 100 Micron,19,ea.,150.80,Parker Hannifin
FLT-1782,Oil Filter Element 100 Micron,77,Pieces,102.86,SKF Distributor Inc
GSK-1675,  Metal Jacketed Gasket 2in 150# ,119,ea,26.90,Parker Hannifin
HSE-1765,Hydraulic Filter 3/4in x 3m,35,ea,471.49,McMaster Supply Co
BRG-1082,Cylindrical Roller Bearing 6310,290,Each,36.14,SKF Distributor Inc
BLT-1170,Anchor Bolt M6x20,184,ea,1.81,ABB Sales Division
BLT-1141,Eye Bolt M8x30,3949,Pcs,7.24,ABB Sales Division
VLV-1613,Diaphragm Valve 3in,35,EA,329.85,McMaster Supply Co
WSH-1327,Spring Washer 5/8in,8845,Pieces,0.50,Grainger Industrial
GSK-1649,PTFE Envelope Gasket 4in 150#,41,ea,51.51,Fastenal Direct
VLV-1601,Plug Valve 3/4in,50,pcs,770.03,McMaster Supply Co
BRG-1062,PILLOW BLOCK BEARING 6310,142,pcs,76.96,Parker Hannifin
BLT-1138,Flange Bolt 5/8x3in,3704,Pieces,7.33,Swagelok Authorized
WSH-1327,spring washer 5/8in,9331,Pieces,0.28,SKF Distributor Inc
NUT-1267,  Cage Nut 5/8in ,9127,pcs.,0.77,ABB Sales Division
VLV-1612,Diaphragm Valve 2in,12,Pieces,320.55,Grainger Industrial
ORG-2004,O-Ring Viton 75mm ID,328,pcs,36.48,ABB Sales Division
NUT-1235,Coupling Nut M20,3771,ea,0.17,Georg Fischer Piping
VLV-1573,Globe Valve 3in,25,Pieces,278.41,Parker Hannifin
ORG-1996,O-Ring Buna-N 75mm ID,36,Pieces,7.26,Parker Hannifin
WSH-1310,Lock Washer M6,4758,Pcs,0.69,Parker Hannifin
NUT-1217,Lock Nut Nylon Insert 5/8in,1656,Each,1.24,Swagelok Authorized
FLG-1520,Blind Flange 1in 150#,11,Each,111.06,Fastenal Direct
BRG-1060,Pillow Block Bearing 6205,11,EA,12.80,Parker Hannifin
SLV-1917,shaft coupling 50mm,29,Pieces,209.37,SKF Distributor Inc
VLV-1592,Needle Valve 1/2in,48,ea.,538.83,SKF Distributor Inc
VLV-1569,Globe Valve 3/4in,11,pcs.,84.69,Parker Hannifin
NUT-1282,Acorn Nut M10,4484,Pieces,1.57,SKF Distributor Inc
PMP-1889,Peristaltic Pump 1.5in 7.5HP,5,EA,7563.57,Fastenal Direct
BRG-1077,Self-Aligning Bearing NU210,138,Each,95.65,Swagelok Authorized
LUB-1973,Compressor Oil 200L,11,ea.,381.57,Grainger Industrial
WSH-1328,Spring Washer 3/4in,3256,EA,1.19,Swagelok Authorized
VLV-1590,butterfly valve 4in,17,Pieces,626.71,ABB Sales Division
BLT-1141,Eye Bolt M8x30,2547,pcs.,6.89,Grainger Industrial
WLD-2108,Welding Rod E7018 3.2mm x 5kg,32,ea.,17.40,Swagelok Authorized
VLV-1588,butterfly valve 2in,49,pcs,650.69,ABB Sales Division
ELB-1482,Long Radius Elbow 90deg 1in,143,Each,52.02,Fastenal Direct
NUT-1288,Acorn Nut 3/4in,3577,pcs.,0.16,Georg Fischer Piping
BRG-1039,Spherical Roller Bearing UC205,239,Pieces,79.20,Fastenal Direct
ELB-1486,Long Radius Elbow 90deg 4in,77,Pieces,63.98,ABB Sales Division
GSK-1673,  Kammprofile Gasket 2in 300# ,34,EA,28.06,McMaster Supply Co
PRS-1685,Pressure Gauge 0-300C,21,Pieces,336.75,ABB Sales Division
WSH-1388,Fiber Washer 3/4in,3171,Each,0.86,Parker Hannifin
PIP-1414,SS Pipe SCH10 4in x 6m,33,ea.,347.86,Parker Hannifin
SLV-1945,Shaft Seal 100mm,33,Pcs,119.40,Fastenal Direct
MTR-1864,Explosion Proof Motor 5HP,10,ea.,1518.14,SKF Distributor Inc
SLV-1918,Shaft Coupling 60mm,27,pcs.,160.12,Parker Hannifin
SLV-1918,Shaft Coupling 60mm,27,pcs.,160.12,Parker Hannifin
PMP-1889,Peristaltic Pump 1.5in 7.5HP,2,Pieces,3098.75,Grainger Industrial
ELB-1493,Street Elbow 90deg 3in,85,ea.,72.92,SKF Distributor Inc
BRG-1067,pillow block bearing nu210,332,ea.,37.59,Fastenal Direct
PIP-1444,CPVC PIPE 2IN X 6M,192,ea.,140.89,McMaster Supply Co
FLT-1795,Hydraulic Filter Element 1 Micron,42,ea,61.93,SKF Distributor Inc
VLV-1619,Relief Valve 1.5in,18,Pcs,430.75,Fastenal Direct
ELC-2053,Overload Relay 10A,4,Pcs,136.09,Fastenal Direct
NUT-1234,Coupling Nut M16,2165,ea,1.40,SKF Distributor Inc
NUT-1297,T-Nut 5/8in,5031,ea,2.09,Georg Fischer Piping
MTR-1855,Stepper Motor 7.5HP,1,ea,235.97,Fastenal Direct
BRG-1014,Tapered Roller Bearing 30208,64,Each,38.70,Parker Hannifin
PRS-1728,RTD Sensor PT100 2in line,6,EA,183.54,SKF Distributor Inc
BRG-1076,Self-Aligning Bearing 22210,250,pcs,53.58,SKF Distributor Inc
SLV-1926,Shaft Collar 60mm,14,EA,122.50,SKF Distributor Inc
FLG-1531,Socket Weld Flange 4in 150#,92,ea.,260.08,ABB Sales Division
PIP-1451,Copper Tube Type L 1.5in x 6m,77,Pieces,286.99,SKF Distributor Inc
SLV-1923,Shaft Collar 30mm,37,Each,244.18,Swagelok Authorized
PMP-1892,Peristaltic Pump 3in 20HP,1,Each,5377.53,Grainger Industrial
GSK-1637,Spiral Wound Gasket 8in 150#,68,Pieces,29.11,Fastenal Direct
ELC-2040,Circuit Breaker 32A,40,ea,252.57,Parker Hannifin
BRG-1036,Spherical Roller Bearing 22210,440,pcs.,65.24,Georg Fischer Piping
BRG-1083,Cylindrical Roller Bearing 30206,234,EA,107.69,ABB Sales Division
PRS-1698,Flow Meter 0-150C,19,ea.,209.71,Fastenal Direct
BRG-1002,deep groove ball bearing 6310,63,Each,83.95,ABB Sales Division
BLT-1180,Structural Bolt M6x20,2786,Pcs,4.74,Grainger Industrial
WLD-2122,TIG Rod ER308L 0.8mm x 15kg,61,pcs,94.89,Georg Fischer Piping
PRS-1691,Temperature Gauge 0-150C,27,ea,332.79,SKF Distributor Inc
MTR-1833,Gear Motor 3HP,10,Pcs,1043.12,Georg Fischer Piping
WSH-1342,Fender Washer M10,7586,Pieces,0.27,SKF Distributor Inc
BLT-1126,Carriage Bolt M20x100,1210,ea.,1.35,McMaster Supply Co
PRS-1715,Pressure Transmitter 4in line,19,pcs.,137.75,Fastenal Direct
VLV-1625,Solenoid Valve 3/4in,22,Pcs,620.66,McMaster Supply Co
WSH-1365,Tab Washer M20,4795,pcs,1.57,Fastenal Direct
FLT-1815,Strainer Basket 10 Micron,10,ea,179.24,SKF Distributor Inc
HSE-1763,Hydraulic Filter 3/8in x 2m,19,EA,338.33,Grainger Industrial
HSE-1763,Hydraulic Filter 3/8in x 2m,19,EA,338.33,Grainger Industrial
LUB-1966,Gear Oil 5L,41,pcs,244.21,ABB Sales Division
SLV-1914,Shaft Coupling 25mm,9,Each,172.53,Swagelok Authorized
NUT-1237,Coupling Nut 5/8in,7702,Pcs,2.86,SKF Distributor Inc
NUT-1237,Coupling Nut 5/8in,7702,Pcs,2.86,SKF Distributor Inc
PMP-1876,Diaphragm Pump 1in 5HP,1,Pieces,7661.56,Fastenal Direct
WSH-1339,Belleville Washer 1in,9242,ea,0.09,SKF Distributor Inc
VLV-1607,Plug Valve 6in,32,Pieces,160.91,SKF Distributor Inc
ELC-2046,Contactor 16A,25,ea,204.92,Parker Hannifin
SLV-1921,shaft coupling 100mm,25,pcs,237.14,Swagelok Authorized
SLV-1921,shaft coupling 100mm,25,pcs,237.14,Swagelok Authorized
SLV-1930,  Shaft Key 25mm ,6,ea.,168.52,Swagelok Authorized
GSK-1672,Kammprofile Gasket 8in 150#,17,Pieces,60.15,SKF Distributor Inc
NUT-1241,Wing Nut M8,1181,ea,2.77,Parker Hannifin
MTR-1868,Explosion Proof Motor 20HP,9,pcs,1541.87,Georg Fischer Piping
NUT-1222,Flange Nut M10,5363,pcs,0.71,Fastenal Direct
PIP-1446,CPVC Pipe 4in x 6m,79,EA,337.07,Swagelok Authorized
ORG-2018,Oil Seal 40mm ID,208,pcs,0.99,Parker Hannifin
PIP-1420,Carbon Steel Pipe SCH80 2in x 6m,24,Pieces,200.21,SKF Distributor Inc
FLG-1530,Socket Weld Flange 3in 150#,82,ea,261.67,Georg Fischer Piping
PIP-1430,Galvanized Pipe 4in x 6m,150,Pcs,105.78,SKF Distributor Inc
NUT-1282,acorn nut m10,7558,Each,1.07,Fastenal Direct
ELC-2094,Push Button Switch 16A,16,ea.,366.93,SKF Distributor Inc
BRG-1050,Needle Roller Bearing 6205,318,ea,49.49,Parker Hannifin
PRS-1689,Temperature Gauge 0-200psi,21,ea.,64.81,McMaster Supply Co
BRG-1052,Needle Roller Bearing 6310,217,ea.,83.59,Grainger Industrial
ORG-1993,O-Ring Buna-N 30mm ID,99,pcs.,3.42,Parker Hannifin
VLV-1617,Relief Valve 3/4in,20,ea.,444.19,ABB Sales Division
BRG-1074,Self-Aligning Bearing 30208,101,EA,8.56,SKF Distributor Inc
MTR-1824,Electric Motor 3Phase 5HP,8,ea.,2348.48,SKF Distributor Inc
MTR-1824,Electric Motor 3Phase 5HP,8,ea.,2348.48,SKF Distributor Inc
NUT-1272,Weld Nut M10,8928,Pieces,1.08,Swagelok Authorized
WSH-1314,Lock Washer M16,9192,Pieces,0.95,Georg Fischer Piping
ELC-2089,Junction Box 40A,31,Pcs,347.04,ABB Sales Division
WSH-1341,Fender Washer M8,2177,pcs,0.13,Grainger Industrial
WSH-1328,Spring Washer 3/4in,8137,EA,0.14,Parker Hannifin
ELC-2086,Junction Box 16A,24,pcs,51.48,Fastenal Direct
PRS-1719,Thermocouple Type K 0-150C,7,EA,409.44,Georg Fischer Piping
NUT-1238,  Coupling Nut 3/4in ,5412,Pcs,1.65,McMaster Supply Co
NUT-1238,  Coupling Nut 3/4in ,5412,Pcs,1.65,McMaster Supply Co
BLT-1187,Structural Bolt 1/2x2in,3237,Pieces,6.16,SKF Distributor Inc
ELC-2047,Contactor 25A,24,Pieces,369.50,Georg Fischer Piping
BLT-1113,Socket Head Cap Screw M10x50,2592,ea.,5.23,Fastenal Direct
GSK-1674,Metal Jacketed Gasket 1in 150#,158,Each,52.96,Parker Hannifin
GSK-1680,Metal Jacketed Gasket 2in 300#,119,EA,45.41,Fastenal Direct
MTR-1830,Gear Motor 0.5HP,5,Each,1170.16,Parker Hannifin
PMP-1874,Centrifugal Pump 3in 20HP,1,Each,3585.80,SKF Distributor Inc
ELB-1492,Street Elbow 90deg 2in,85,pcs,68.89,Grainger Industrial
SLV-1929,Shaft Collar 100mm,19,pcs,294.21,Parker Hannifin
HSE-1755,Hydraulic Pump 3/8in x 2m,43,pcs.,76.61,Fastenal Direct
WSH-1355,Wave Washer M20,8257,pcs.,0.68,Parker Hannifin
ORG-2001,O-Ring Viton 30mm ID,255,pcs,15.07,Fastenal Direct
BLT-1132,Flange Bolt M10x40,4285,ea,7.69,ABB Sales Division
PRS-1685,Pressure Gauge 0-300C,10,ea.,396.64,McMaster Supply Co
FLG-1512,Slip-On Flange 1in 150#,35,Each,205.24,Georg Fischer Piping
NUT-1219,Lock Nut Nylon Insert 1in,8053,ea,2.25,Grainger Industrial
BRG-1047,Thrust Ball Bearing NU210,150,pcs,15.19,McMaster Supply Co
WSH-1358,Wave Washer 3/4in,3827,pcs.,1.59,McMaster Supply Co
SLV-1947,MECHANICAL SEAL 30MM,3,EA,265.58,Swagelok Authorized
GSK-1661,Graphite Gasket 2in 150#,73,pcs,60.85,ABB Sales Division
VLV-1612,Diaphragm Valve 2in,15,Pcs,31.49,SKF Distributor Inc
BRG-1052,Needle Roller Bearing 6310,76,EA,51.50,Swagelok Authorized
BLT-1125,Carriage Bolt M16x80,657,pcs.,2.36,Grainger Industrial
ELC-2058,Overload Relay 63A,31,pcs.,98.39,ABB Sales Division
VLV-1594,  Needle Valve 1in ,10,Pieces,787.14,Parker Hannifin
ELC-2056,  Overload Relay 32A ,11,Pcs,200.84,Georg Fischer Piping
WSH-1331,BELLEVILLE WASHER M8,1894,EA,1.52,Georg Fischer Piping
BLT-1177,Anchor Bolt 1/2x2in,2596,Each,4.79,Swagelok Authorized
BLT-1134,Flange Bolt M12x60,2863,ea.,2.46,ABB Sales Division
BLT-1134,Flange Bolt M12x60,2863,ea.,2.46,ABB Sales Division
BRG-1073,Self-Aligning Bearing 30206,448,pcs,75.25,Grainger Industrial
NUT-1271,Weld Nut M8,1577,Pcs,0.78,Grainger Industrial
WLD-2106,Welding Rod E6010 1.2mm x 15kg,61,EA,62.05,ABB Sales Division
WLD-2106,Welding Rod E6010 1.2mm x 15kg,61,EA,62.05,ABB Sales Division
NUT-1221,Flange Nut M8,128,Pcs,1.10,McMaster Supply Co
NUT-1266,Cage Nut 1/2in,7387,EA,2.93,Swagelok Authorized
VLV-1582,Check Valve Swing 4in,37,Pieces,473.89,Georg Fischer Piping
BLT-1185,Structural Bolt M16x80,1695,pcs.,2.61,Fastenal Direct
MTR-1840,Servo Motor 0.5HP,10,ea.,1570.64,ABB Sales Division
ELC-2070,Terminal Block 16A,24,Pieces,125.64,Swagelok Authorized
NUT-1239,Coupling Nut 1in,6577,pcs,2.89,Parker Hannifin
HSE-1743,Hydraulic Fitting 1/4in,8,Pieces,72.34,ABB Sales Division
BLT-1110,Socket Head Cap Screw M6x20,208,pcs.,2.76,Parker Hannifin
SLV-1911,shaft sleeve 75mm,5,pcs,256.51,Parker Hannifin
HSE-1736,Hydraulic Hose 3/8in,10,pcs,327.10,McMaster Supply Co
FLG-1512,Slip-On Flange 1in 150#,20,ea.,50.77,McMaster Supply Co
PIP-1458,Chrome Moly Pipe 1in x 6m,62,EA,190.60,Swagelok Authorized
HSE-1773,QUICK DISCONNECT COUPLING 3/4IN X 3M,37,ea,281.87,Grainger Industrial
WSH-1301,Flat Washer M8,3367,pcs.,0.97,Swagelok Authorized
FLT-1781,Oil Filter Element 50 Micron,92,pcs,97.70,Grainger Industrial
ORG-1993,O-Ring Buna-N 30mm ID,285,pcs,35.65,Fastenal Direct
HSE-1753,HYDRAULIC CYLINDER 1/2IN,41,Each,20.94,ABB Sales Division
PMP-1873,Centrifugal Pump 2in 15HP,5,Each,3538.19,McMaster Supply Co
BRG-1017,Tapered Roller Bearing NU210,403,ea.,108.49,McMaster Supply Co
BRG-1017,Tapered Roller Bearing NU210,403,ea.,108.49,McMaster Supply Co
SLV-1915,Shaft Coupling 30mm,37,ea.,199.19,McMaster Supply Co
ORG-2030,  V-Ring Seal 15mm ID ,235,pcs,28.74,SKF Distributor Inc
VLV-1576,Check Valve Swing 1/2in,28,Pieces,714.73,Grainger Industrial
FLG-1504,  Weld Neck Flange 1in 150# ,80,ea,139.21,McMaster Supply Co
VLV-1627,Solenoid Valve 1.5in,9,Pcs,140.56,McMaster Supply Co
WSH-1374,Sealing Washer M16,3339,Pieces,1.63,ABB Sales Division
BLT-1104,Hex Bolt M12x60,1678,Pieces,6.99,SKF Distributor Inc
BLT-1152,U-Bolt M10x40,4324,EA,2.46,McMaster Supply Co
BLT-1108,Hex Bolt 5/8x3in,3319,pcs,3.25,ABB Sales Division
NUT-1288,ACORN NUT 3/4IN,6897,Pcs,0.64,Fastenal Direct
PIP-1435,PVC Pipe SCH40 1.5in x 6m,89,pcs,308.63,ABB Sales Division
PRS-1713,Pressure Transmitter 0-300C,8,pcs.,69.93,Swagelok Authorized
FLG-1523,Blind Flange 4in 150#,86,ea.,50.22,McMaster Supply Co
BLT-1101,Hex Bolt M8x30,4848,pcs,0.18,McMaster Supply Co
MTR-1865,Explosion Proof Motor 7.5HP,2,Pcs,3213.63,Fastenal Direct
ORG-1990,O-Ring Buna-N 15mm ID,272,ea.,26.28,McMaster Supply Co
ELC-2100,Push Button Switch 160A,7,Each,64.08,Fastenal Direct
LUB-1959,Hydraulic Oil 400g,27,Pieces,17.57,McMaster Supply Co
PIP-1448,Copper Tube Type L 1/2in x 6m,177,Each,109.36,McMaster Supply Co
SLV-1917,Shaft Coupling 50mm,17,Pcs,210.75,Grainger Industrial
HSE-1762,Hydraulic Filter 1/4in x 1m,4,pcs.,266.03,Parker Hannifin
HSE-1762,Hydraulic Filter 1/4in x 1m,4,pcs.,266.03,Parker Hannifin
FLT-1786,Air Filter Element 25 Micron,63,Pieces,120.15,Grainger Industrial
NUT-1280,Acorn Nut M6,2679,Each,0.40,ABB Sales Division
NUT-1295,T-Nut M20,1402,Pieces,2.84,Georg Fischer Piping
WSH-1306,Flat Washer 1/2in,1456,EA,1.40,Georg Fischer Piping
WSH-1335,Belleville Washer M20,4329,pcs.,1.79,Fastenal Direct
ORG-2036,V-Ring Seal 75mm ID,159,ea,31.03,McMaster Supply Co
GSK-1672,Kammprofile Gasket 8in 150#,183,ea,33.53,Georg Fischer Piping
FLT-1794,Hydraulic Filter Element 100 Micron,28,ea.,34.08,Georg Fischer Piping
WSH-1397,Copper Washer 5/8in,6848,Pieces,1.23,Georg Fischer Piping
MTR-1867,Explosion Proof Motor 15HP,5,ea,1594.99,Parker Hannifin
HSE-1763,Hydraulic Filter 3/8in x 2m,7,pcs.,350.47,Georg Fischer Piping
BLT-1176,Anchor Bolt M20x100,3471,Each,6.08,SKF Distributor Inc
NUT-1285,acorn nut m20,4535,ea,2.01,Swagelok Authorized
VLV-1566,Gate Valve 4in,8,Each,803.16,McMaster Supply Co
FLG-1549,lap joint flange 2in 300#,33,EA,34.30,Swagelok Authorized
FLT-1788,Air Filter Element 100 Micron,67,pcs.,169.67,Swagelok Authorized
NUT-1241,wing nut m8,2051,Pcs,1.04,Fastenal Direct
NUT-1243,Wing Nut M12,5072,Pcs,0.75,Georg Fischer Piping
PMP-1897,Screw Pump 2in 15HP,2,ea.,7101.88,Georg Fischer Piping
WSH-1399,Copper Washer 1in,8663,ea.,1.25,Swagelok Authorized
NUT-1230,Coupling Nut M6,1905,ea,1.02,SKF Distributor Inc
ORG-2023,Lip Seal 20mm ID,453,Pcs,1.65,Georg Fischer Piping
BLT-1133,FLANGE BOLT M10X50,4632,Each,7.39,Fastenal Direct
WLD-2126,Flux Core Wire E71T-1 3.2mm x 5kg,62,EA,96.11,ABB Sales Division
BRG-1066,Pillow Block Bearing 22210,301,ea.,71.19,SKF Distributor Inc
PMP-1877,DIAPHRAGM PUMP 1.5IN 7.5HP,4,EA,4712.98,Swagelok Authorized
WSH-1352,Wave Washer M10,4433,pcs.,1.06,McMaster Supply Co
LUB-1978,Chain Lubricant 200L,16,Pieces,197.30,SKF Distributor Inc
LUB-1988,Penetrating Oil 200L,14,ea,343.90,Georg Fischer Piping
ELC-2078,Cable Gland 16A,6,EA,152.10,SKF Distributor Inc
PIP-1417,Carbon Steel Pipe SCH80 3/4in x 6m,89,ea,212.18,McMaster Supply Co
BLT-1158,u-bolt 5/8x3in,156,EA,5.77,Fastenal Direct
ELB-1483,Long Radius Elbow 90deg 1.5in,95,ea.,74.91,Parker Hannifin
PRS-1690,Temperature Gauge 0-500psi,4,Pcs,254.04,Swagelok Authorized
ELB-1492,Street Elbow 90deg 2in,174,Pieces,69.32,SKF Distributor Inc
WLD-2127,Flux Core Wire E71T-1 4.0mm x 5kg,85,Each,75.92,Fastenal Direct
WSH-1317,Lock Washer 5/8in,8699,Pieces,0.29,Georg Fischer Piping
GSK-1664,Graphite Gasket 6in 150#,154,Each,5.93,Georg Fischer Piping
VLV-1588,Butterfly Valve 2in,14,EA,474.12,Swagelok Authorized
PIP-1408,SS PIPE SCH10 1/2IN X 6M,78,ea,99.77,ABB Sales Division
BLT-1147,Eye Bolt 1/2x2in,1476,ea,0.67,Parker Hannifin
VLV-1560,gate valve 1/2in,43,Pcs,474.17,ABB Sales Division
BRG-1098,Flanged Bearing Unit 51105,343,ea,44.91,SKF Distributor Inc
FLG-1507,Weld Neck Flange 4in 150#,99,Pieces,152.99,Georg Fischer Piping
PMP-1870,  Centrifugal Pump 1in 5HP ,2,Pieces,6252.56,Parker Hannifin
BRG-1068,Pillow Block Bearing 51105,34,EA,42.52,Fastenal Direct
WSH-1362,Tab Washer M10,3913,ea,0.92,Swagelok Authorized
GSK-1633,Spiral Wound Gasket 2in 150#,153,ea,5.90,Swagelok Authorized
BRG-1000,DEEP GROOVE BALL BEARING 6205,296,Each,88.15,Georg Fischer Piping
WSH-1317,lock washer 5/8in,2972,EA,1.03,ABB Sales Division
BRG-1020,Angular Contact Bearing 6205,67,ea.,31.66,Fastenal Direct
FLT-1813,Bag Filter 1 Micron,26,Pieces,78.58,Parker Hannifin
FLT-1779,Oil Filter Element 10 Micron,60,Pcs,132.56,Fastenal Direct
MTR-1840,Servo Motor 0.5HP,5,Each,316.97,McMaster Supply Co
MTR-1840,Servo Motor 0.5HP,5,Each,316.97,McMaster Supply Co
HSE-1743,Hydraulic Fitting 1/4in,15,EA,242.29,SKF Distributor Inc
MTR-1839,Gear Motor 25HP,7,Each,2507.51,Parker Hannifin
BLT-1107,Hex Bolt 1/2x2in,3503,Each,4.53,Swagelok Authorized
BRG-1038,spherical roller bearing 51105,372,Pieces,109.11,Fastenal Direct
PIP-1446,  CPVC Pipe 4in x 6m ,8,Pcs,299.09,SKF Distributor Inc
HSE-1769,Hydraulic Filter 1/2in,36,pcs,167.18,Swagelok Authorized
NUT-1242,wing nut m10,3743,ea,2.01,SKF Distributor Inc
BLT-1190,Lag Bolt M6x20,4758,Pcs,4.10,Swagelok Authorized
HSE-1769,Hydraulic Filter 1/2in,25,ea.,320.17,Georg Fischer Piping
WSH-1315,Lock Washer M20,138,Each,0.11,ABB Sales Division
SLV-1919,Shaft Coupling 75mm,31,Each,93.06,Grainger Industrial
