Item ID,Part Desc,Quantity,Cost Per Unit,Vendor,Department
SLV-1926,Shaft Collar 60mm,9,50.62,SKF Global,Production
PIP-1429,Galvanized Pipe 3in x 6m,195,330.38,Timken Industrial,Production
ORG-2025,Lip Seal 30mm ID,397,29.17,Timken Industrial,Maintenance
ORG-2025,Lip Seal 30mm ID,397,29.17,Timken Industrial,Maintenance
HSE-1776,Quick Disconnect Coupling 3/8in,45,184.61,Pipe & Fitting Co,Maintenance
MTR-1826,ELECTRIC MOTOR 3PHASE 10HP,1,2604.79,National Bolt & Nut,Safety
WSH-1313,Lock Washer M12,3106,0.88,Seal & Gasket Warehouse,Engineering
VLV-1584,Butterfly Valve 1/2in,21,812.30,Seal & Gasket Warehouse,Safety
NUT-1207,Hex Nut 5/8in,8627,0.28,National Bolt & Nut,Safety
ELB-1502,Reducing Elbow 4in,177,83.78,Valve World Inc,Production
LUB-1972,Compressor Oil 20L,44,8.24,Valve World Inc,Warehouse
VLV-1617,Relief Valve 3/4in,4,664.18,Valve World Inc,Engineering
WLD-2105,Welding Rod E6010 1.0mm x 15kg,35,108.80,Valve World Inc,Engineering
ELC-2064,Control Transformer 32A,6,44.31,Pump Solutions Ltd,Warehouse
NUT-1210,Lock Nut Nylon Insert M6,3980,1.53,Valve World Inc,Safety
BLT-1134,Flange Bolt M12x60,942,7.43,Electrical Supply House,Quality
ELC-2049,  Contactor 40A ,49,35.60,Timken Industrial,Quality
VLV-1591,butterfly valve 6in,35,481.90,Pipe & Fitting Co,Utilities
HSE-1747,Hydraulic Cylinder 3/8in x 2m,50,558.81,Electrical Supply House,Utilities
ELC-2055,Overload Relay 25A,30,375.82,SKF Global,Warehouse
FLT-1802,Water Filter Cartridge 5 Micron,96,35.79,Electrical Supply House,Maintenance
GSK-1634,Spiral Wound Gasket 3in 150#,176,7.26,National Bolt & Nut,Operations
LUB-1986,Penetrating Oil 5L,8,162.83,National Bolt & Nut,Quality
VLV-1577,Check Valve Swing 3/4in,31,362.96,Electrical Supply House,Production
FLG-1515,Slip-On Flange 4in 150#,54,118.44,Valve World Inc,Utilities
VLV-1606,  Plug Valve 4in ,21,757.45,Timken Industrial,Maintenance
GSK-1675,metal jacketed gasket 2in 150#,110,26.49,SKF Global,Operations
GSK-1675,metal jacketed gasket 2in 150#,110,26.49,SKF Global,Operations
GSK-1646,PTFE Envelope Gasket 1in 150#,130,51.88,Pipe & Fitting Co,Engineering
GSK-1657,Rubber Gasket 6in 150#,39,3.29,Pump Solutions Ltd,Engineering
NUT-1296,T-NUT 1/2IN,2830,2.71,Valve World Inc,Safety
MTR-1843,Servo Motor 3HP,9,976.51,Pipe & Fitting Co,Warehouse
SLV-1953,Mechanical Seal 100mm,13,158.25,Timken Industrial,Engineering
HSE-1736,Hydraulic Hose 3/8in,16,292.65,National Bolt & Nut,Production
VLV-1607,Plug Valve 6in,46,209.95,Pump Solutions Ltd,Safety
VLV-1607,Plug Valve 6in,46,209.95,Pump Solutions Ltd,Safety
NUT-1263,Cage Nut M12,3205,1.66,Seal & Gasket Warehouse,Operations
HSE-1743,Hydraulic Fitting 1/4in,21,311.42,Pipe & Fitting Co,Quality
PRS-1699,  Flow Meter 0-300C ,3,414.20,Timken Industrial,Production
WSH-1392,copper washer m10,9421,0.89,National Bolt & Nut,Production
WSH-1338,Belleville Washer 3/4in,5424,1.55,Electrical Supply House,Production
BRG-1033,Spherical Roller Bearing 30206,337,44.55,Pipe & Fitting Co,Safety
GSK-1672,KAMMPROFILE GASKET 8IN 150#,124,7.27,Valve World Inc,Utilities
PMP-1893,Peristaltic Pump 4in 25HP,4,917.11,Pipe & Fitting Co,Production
MTR-1832,Gear Motor 2HP,5,1489.53,Electrical Supply House,Production
FLG-1510,  Weld Neck Flange 4in 300# ,19,176.97,Seal & Gasket Warehouse,Quality
BRG-1076,Self-Aligning Bearing 22210,107,94.64,Pipe & Fitting Co,Safety
VLV-1597,  Needle Valve 3in ,49,664.99,SKF Global,Safety
LUB-1966,gear oil 5l,48,153.36,SKF Global,Maintenance
PRS-1715,Pressure Transmitter 4in line,10,340.56,SKF Global,Warehouse
PRS-1715,Pressure Transmitter 4in line,10,340.56,SKF Global,Warehouse
PIP-1400,Steel Pipe SCH40 1/2in x 6m,146,153.99,Pipe & Fitting Co,Production
PMP-1875,  Centrifugal Pump 4in 25HP ,4,6528.33,Valve World Inc,Operations
WSH-1392,Copper Washer M10,6725,0.09,Electrical Supply House,Utilities
PRS-1696,Flow Meter 0-200psi,30,100.32,Seal & Gasket Warehouse,Quality
BLT-1121,Carriage Bolt M8x30,2625,6.86,Electrical Supply House,Maintenance
ELB-1470,  Elbow 90deg 4in ,131,74.22,Pipe & Fitting Co,Maintenance
HSE-1737,Hydraulic Hose 1/2in,44,81.59,Valve World Inc,Operations
BLT-1133,Flange Bolt M10x50,2536,4.14,Timken Industrial,Safety
ORG-2005,o-ring silicone 10mm id,315,34.44,Timken Industrial,Quality
FLG-1519,Slip-On Flange 6in 300#,32,253.29,Seal & Gasket Warehouse,Engineering
GSK-1677,Metal Jacketed Gasket 4in 150#,126,31.42,Pipe & Fitting Co,Production
BLT-1168,Stud Bolt 5/8x3in,4912,4.36,Valve World Inc,Production
NUT-1205,Hex Nut M20,365,0.60,National Bolt & Nut,Production
LUB-1987,Penetrating Oil 20L,18,32.17,National Bolt & Nut,Quality
LUB-1987,Penetrating Oil 20L,18,32.17,National Bolt & Nut,Quality
FLG-1517,Slip-On Flange 2in 300#,22,60.66,National Bolt & Nut,Engineering
BRG-1005,Deep Groove Ball Bearing 7208,210,115.44,National Bolt & Nut,Safety
ELB-1501,Reducing Elbow 3in,115,46.16,Electrical Supply House,Engineering
BRG-1096,  Flanged Bearing Unit 22210 ,103,71.26,Electrical Supply House,Quality
BLT-1182,Structural Bolt M10x40,2255,4.60,Electrical Supply House,Engineering
BRG-1085,Cylindrical Roller Bearing 7208,202,108.73,Pipe & Fitting Co,Warehouse
PMP-1897,Screw Pump 2in 15HP,2,8417.38,National Bolt & Nut,Safety
LUB-1983,  Anti-Seize Compound 200L ,19,62.38,Seal & Gasket Warehouse,Utilities
FLT-1786,Air Filter Element 25 Micron,91,85.73,SKF Global,Maintenance
VLV-1590,Butterfly Valve 4in,6,604.00,SKF Global,Safety
MTR-1851,Stepper Motor 1HP,7,157.34,Timken Industrial,Production
BLT-1113,Socket Head Cap Screw M10x50,4271,3.73,Pipe & Fitting Co,Engineering
WSH-1304,Flat Washer M16,223,1.88,Electrical Supply House,Utilities
HSE-1764,Hydraulic Filter 1/2in x 3m,5,631.42,Valve World Inc,Engineering
ELB-1484,Long Radius Elbow 90deg 2in,124,36.36,Timken Industrial,Utilities
FLT-1802,Water Filter Cartridge 5 Micron,76,41.66,Pump Solutions Ltd,Quality
ORG-1996,O-Ring Buna-N 75mm ID,450,24.45,Valve World Inc,Engineering
ORG-1996,O-Ring Buna-N 75mm ID,450,24.45,Valve World Inc,Engineering
ORG-2009,O-Ring Silicone 30mm ID,152,35.75,Valve World Inc,Engineering
PRS-1714,Pressure Transmitter 2in line,29,428.93,Valve World Inc,Operations
NUT-1291,T-Nut M8,4787,1.25,Pipe & Fitting Co,Operations
NUT-1291,T-Nut M8,4787,1.25,Pipe & Fitting Co,Operations
BLT-1141,Eye Bolt M8x30,4802,6.36,Pipe & Fitting Co,Operations
NUT-1271,Weld Nut M8,3979,0.44,Pump Solutions Ltd,Maintenance
FLG-1519,Slip-On Flange 6in 300#,97,126.43,Pipe & Fitting Co,Production
WSH-1378,Sealing Washer 3/4in,6679,0.94,Pump Solutions Ltd,Quality
WSH-1303,Flat Washer M12,838,0.91,Pump Solutions Ltd,Engineering
FLG-1516,slip-on flange 6in 150#,49,215.18,National Bolt & Nut,Production
GSK-1643,Ring Joint Gasket 6in 150#,51,9.58,SKF Global,Engineering
FLG-1507,Weld Neck Flange 4in 150#,91,49.30,Seal & Gasket Warehouse,Operations
FLG-1507,Weld Neck Flange 4in 150#,91,49.30,Seal & Gasket Warehouse,Operations
ELC-2091,Junction Box 100A,30,142.64,Pipe & Fitting Co,Operations
HSE-1738,Hydraulic Fitting 1/4in x 1m,20,622.21,National Bolt & Nut,Quality
BRG-1042,Thrust Ball Bearing 6310,71,84.70,National Bolt & Nut,Utilities
PIP-1412,SS Pipe SCH10 2in x 6m,125,339.55,SKF Global,Warehouse
ELB-1491,STREET ELBOW 90DEG 1.5IN,160,69.94,National Bolt & Nut,Production
ELC-2037,Circuit Breaker 10A,41,67.71,Valve World Inc,Maintenance
WLD-2129,Flux Core Wire E71T-1 1.0mm x 15kg,23,47.06,Pipe & Fitting Co,Warehouse
BLT-1156,  U-Bolt M20x100 ,989,0.35,Pump Solutions Ltd,Maintenance
GSK-1633,Spiral Wound Gasket 2in 150#,97,45.44,Pipe & Fitting Co,Safety
NUT-1245,Wing Nut M20,8214,0.81,Seal & Gasket Warehouse,Maintenance
PMP-1895,Screw Pump 1.5in 7.5HP,4,3331.01,Pump Solutions Ltd,Maintenance
NUT-1226,Flange Nut 1/2in,1039,2.94,Seal & Gasket Warehouse,Engineering
ORG-2000,O-Ring Viton 25mm ID,20,4.61,Valve World Inc,Operations
PMP-1876,Diaphragm Pump 1in 5HP,4,3940.59,SKF Global,Operations
VLV-1617,Relief Valve 3/4in,16,50.60,Timken Industrial,Maintenance
WSH-1313,Lock Washer M12,2114,1.40,Pump Solutions Ltd,Maintenance
VLV-1589,butterfly valve 3in,37,301.37,Timken Industrial,Warehouse
ELC-2050,Contactor 63A,34,67.37,Pump Solutions Ltd,Quality
BLT-1123,Carriage Bolt M10x50,1297,4.06,National Bolt & Nut,Maintenance
VLV-1552,Ball Valve Full Port 1/2in,18,474.51,National Bolt & Nut,Utilities
VLV-1628,solenoid valve 2in,26,833.79,Electrical Supply House,Utilities
SLV-1930,Shaft Key 25mm,21,43.39,Seal & Gasket Warehouse,Safety
FLG-1528,SOCKET WELD FLANGE 1IN 150#,90,83.12,Pump Solutions Ltd,Engineering
MTR-1849,Servo Motor 25HP,7,2528.59,Electrical Supply House,Operations
WSH-1368,Tab Washer 3/4in,6714,1.43,Timken Industrial,Maintenance
ELC-2067,CONTROL TRANSFORMER 100A,34,242.52,Valve World Inc,Production
FLT-1802,Water Filter Cartridge 5 Micron,69,58.16,Pump Solutions Ltd,Maintenance
WLD-2108,Welding Rod E7018 3.2mm x 5kg,72,47.66,Timken Industrial,Utilities
NUT-1254,Castle Nut M16,2504,1.14,National Bolt & Nut,Engineering
PIP-1463,Chrome Moly Pipe 6in x 6m,109,223.55,Valve World Inc,Quality
WLD-2102,Welding Rod E6010 3.2mm x 5kg,90,39.23,Electrical Supply House,Operations
BLT-1150,U-Bolt M6x20,1709,6.71,Valve World Inc,Production
BLT-1166,  Stud Bolt M20x100 ,2234,7.46,Valve World Inc,Operations
ORG-2027,Lip Seal 50mm ID,346,35.94,Seal & Gasket Warehouse,Production
FLT-1793,HYDRAULIC FILTER ELEMENT 50 MICRON,100,87.54,Pump Solutions Ltd,Maintenance
WSH-1391,Copper Washer M8,1118,1.73,National Bolt & Nut,Warehouse
BLT-1108,Hex Bolt 5/8x3in,3758,6.66,Seal & Gasket Warehouse,Operations
WSH-1356,Wave Washer 1/2in,2609,1.46,Pump Solutions Ltd,Maintenance
ORG-2024,Lip Seal 25mm ID,409,5.34,National Bolt & Nut,Production
VLV-1554,Ball Valve Full Port 1in,3,679.47,SKF Global,Operations
LUB-1983,Anti-Seize Compound 200L,8,242.33,SKF Global,Engineering
HSE-1752,Hydraulic Cylinder 3/8in,22,610.64,SKF Global,Operations
BRG-1097,Flanged Bearing Unit NU210,261,12.20,Valve World Inc,Warehouse
ELB-1490,Street Elbow 90deg 1in,138,34.07,Pipe & Fitting Co,Utilities
ELB-1490,Street Elbow 90deg 1in,138,34.07,Pipe & Fitting Co,Utilities
BLT-1124,Carriage Bolt M12x60,4733,6.58,SKF Global,Engineering
PRS-1717,Thermocouple Type K 0-200psi,21,173.05,National Bolt & Nut,Operations
FLG-1530,Socket Weld Flange 3in 150#,36,154.38,Pipe & Fitting Co,Production
BRG-1066,Pillow Block Bearing 22210,78,57.73,Timken Industrial,Production
SLV-1944,Shaft Seal 80mm,37,315.19,Pump Solutions Ltd,Quality
FLT-1807,Water Filter Cartridge 1 Micron,70,128.94,Electrical Supply House,Production
NUT-1207,Hex Nut 5/8in,3103,0.84,Pipe & Fitting Co,Utilities
VLV-1627,Solenoid Valve 1.5in,15,783.52,National Bolt & Nut,Utilities
VLV-1583,Check Valve Swing 6in,10,312.45,SKF Global,Operations
PMP-1871,CENTRIFUGAL PUMP 1.5IN 7.5HP,2,3293.75,National Bolt & Nut,Maintenance
BLT-1194,Lag Bolt M12x60,2495,7.15,Electrical Supply House,Engineering
WSH-1376,sealing washer 1/2in,6179,0.61,Valve World Inc,Operations
FLT-1803,Water Filter Cartridge 10 Micron,75,152.02,Valve World Inc,Warehouse
WSH-1331,Belleville Washer M8,1940,0.89,Valve World Inc,Maintenance
BLT-1198,Lag Bolt 5/8x3in,1071,7.58,Pipe & Fitting Co,Utilities
ORG-1998,O-Ring Viton 15mm ID,330,23.86,Valve World Inc,Warehouse
SLV-1916,SHAFT COUPLING 40MM,7,78.97,Electrical Supply House,Utilities
ELB-1495,Street Elbow 90deg 6in,108,75.49,Pipe & Fitting Co,Maintenance
ELC-2055,Overload Relay 25A,19,335.79,Pipe & Fitting Co,Production
PIP-1427,GALVANIZED PIPE 1.5IN X 6M,93,143.80,National Bolt & Nut,Operations
SLV-1922,Shaft Collar 25mm,7,118.52,Valve World Inc,Production
BLT-1189,structural bolt 3/4x4in,4939,0.91,Seal & Gasket Warehouse,Engineering
BLT-1159,U-Bolt 3/4x4in,2095,4.98,Seal & Gasket Warehouse,Maintenance
GSK-1667,Kammprofile Gasket 1in 150#,174,59.77,Valve World Inc,Safety
PRS-1697,Flow Meter 0-500psi,22,203.94,National Bolt & Nut,Maintenance
BRG-1040,Thrust Ball Bearing 6205,271,107.04,Pipe & Fitting Co,Engineering
BLT-1186,Structural Bolt M20x100,1411,7.64,Pump Solutions Ltd,Operations
WLD-2127,flux core wire e71t-1 4.0mm x 5kg,65,58.47,SKF Global,Operations
WSH-1361,Tab Washer M8,8632,0.87,Valve World Inc,Utilities
HSE-1735,hydraulic hose 1/4in,31,562.24,National Bolt & Nut,Safety
LUB-1974,  Chain Lubricant 400g ,37,196.19,Electrical Supply House,Warehouse
WSH-1349,Fender Washer 1in,1638,1.69,National Bolt & Nut,Maintenance
ELC-2085,Junction Box 10A,23,240.04,National Bolt & Nut,Safety
BRG-1087,Cylindrical Roller Bearing NU210,276,26.09,SKF Global,Engineering
BLT-1198,Lag Bolt 5/8x3in,2750,6.71,Pump Solutions Ltd,Utilities
LUB-1973,Compressor Oil 200L,40,422.13,Pump Solutions Ltd,Warehouse
BLT-1138,Flange Bolt 5/8x3in,1016,5.23,Pump Solutions Ltd,Utilities
WSH-1396,Copper Washer 1/2in,2628,1.17,Electrical Supply House,Utilities
BRG-1034,Spherical Roller Bearing 30208,197,53.87,Pipe & Fitting Co,Utilities
HSE-1734,Hydraulic Hose 1in x 5m,13,167.53,Pump Solutions Ltd,Safety
BLT-1134,Flange Bolt M12x60,3234,5.55,Valve World Inc,Maintenance
ELC-2099,Push Button Switch 100A,43,102.81,National Bolt & Nut,Operations
FLG-1516,Slip-On Flange 6in 150#,57,237.85,Electrical Supply House,Maintenance
PRS-1722,THERMOCOUPLE TYPE K 4IN LINE,10,281.96,Pipe & Fitting Co,Warehouse
PIP-1453,Copper Tube Type L 3in x 6m,88,14.58,National Bolt & Nut,Quality
BLT-1153,U-Bolt M10x50,3545,2.60,Valve World Inc,Quality
ELC-2060,Overload Relay 160A,50,358.37,Electrical Supply House,Quality
VLV-1624,Solenoid Valve 1/2in,13,171.82,National Bolt & Nut,Warehouse
HSE-1736,Hydraulic Hose 3/8in,10,392.70,National Bolt & Nut,Safety
HSE-1736,Hydraulic Hose 3/8in,10,392.70,National Bolt & Nut,Safety
WSH-1370,SEALING WASHER M6,2142,0.76,Timken Industrial,Production
FLG-1511,Weld Neck Flange 6in 300#,34,47.44,Seal & Gasket Warehouse,Operations
ELB-1500,Reducing Elbow 2in,181,25.16,Pump Solutions Ltd,Maintenance
WSH-1361,tab washer m8,1797,0.20,Pump Solutions Ltd,Quality
FLT-1816,Strainer Basket 25 Micron,22,22.90,SKF Global,Quality
LUB-1978,Chain Lubricant 200L,37,448.08,Valve World Inc,Quality
PIP-1422,Carbon Steel Pipe SCH80 4in x 6m,143,127.19,Seal & Gasket Warehouse,Maintenance
BRG-1006,Deep Groove Ball Bearing 22210,174,42.47,Timken Industrial,Production
HSE-1762,Hydraulic Filter 1/4in x 1m,10,513.11,Electrical Supply House,Safety
VLV-1565,Gate Valve 3in,34,58.19,Valve World Inc,Production
FLG-1508,Weld Neck Flange 6in 150#,52,261.80,Valve World Inc,Utilities
WLD-2119,TIG Rod ER308L 2.5mm x 5kg,7,43.71,Pipe & Fitting Co,Operations
VLV-1602,PLUG VALVE 1IN,45,205.45,Timken Industrial,Engineering
BLT-1126,Carriage Bolt M20x100,882,2.86,Electrical Supply House,Maintenance
ELB-1503,Reducing Elbow 6in,50,21.96,Timken Industrial,Utilities
FLG-1511,Weld Neck Flange 6in 300#,90,108.97,Valve World Inc,Operations
PRS-1715,Pressure Transmitter 4in line,15,49.29,Valve World Inc,Safety
ELC-2057,Overload Relay 40A,24,60.78,Seal & Gasket Warehouse,Quality
FLG-1504,Weld Neck Flange 1in 150#,33,141.85,Timken Industrial,Production
FLG-1504,Weld Neck Flange 1in 150#,33,141.85,Timken Industrial,Production
NUT-1207,Hex Nut 5/8in,2966,1.67,Pump Solutions Ltd,Production
BLT-1106,Hex Bolt M20x100,1979,5.21,Timken Industrial,Operations
BLT-1128,Carriage Bolt 5/8x3in,580,0.11,SKF Global,Utilities
WSH-1365,Tab Washer M20,4707,0.15,Electrical Supply House,Engineering
GSK-1668,Kammprofile Gasket 2in 150#,105,47.97,SKF Global,Engineering
FLG-1514,Slip-On Flange 3in 150#,48,224.37,Electrical Supply House,Warehouse
ELC-2063,Control Transformer 25A,43,105.55,National Bolt & Nut,Utilities
BLT-1148,Eye Bolt 5/8x3in,3199,6.93,Pump Solutions Ltd,Maintenance
BRG-1066,Pillow Block Bearing 22210,191,119.13,Pipe & Fitting Co,Safety
GSK-1664,graphite gasket 6in 150#,112,5.86,Valve World Inc,Safety
PIP-1425,Galvanized Pipe 3/4in x 6m,111,148.13,Seal & Gasket Warehouse,Operations
PIP-1447,CPVC Pipe 6in x 6m,10,340.16,Electrical Supply House,Warehouse
BRG-1041,Thrust Ball Bearing 6208,19,8.76,Pump Solutions Ltd,Engineering
PIP-1422,Carbon Steel Pipe SCH80 4in x 6m,97,59.97,Pipe & Fitting Co,Warehouse
PRS-1718,Thermocouple Type K 0-500psi,21,321.84,SKF Global,Production
NUT-1207,Hex Nut 5/8in,4501,0.09,National Bolt & Nut,Warehouse
BRG-1052,Needle Roller Bearing 6310,149,69.84,Electrical Supply House,Safety
FLT-1786,Air Filter Element 25 Micron,23,33.86,Electrical Supply House,Quality
ELB-1467,elbow 90deg 1.5in,57,26.20,Seal & Gasket Warehouse,Quality
BRG-1017,Tapered Roller Bearing NU210,311,8.97,SKF Global,Quality
BLT-1165,Stud Bolt M16x80,534,3.41,Pipe & Fitting Co,Engineering
HSE-1743,Hydraulic Fitting 1/4in,38,309.07,Timken Industrial,Engineering
NUT-1209,hex nut 1in,2364,1.12,National Bolt & Nut,Operations
FLT-1783,Oil Filter Element 1 Micron,59,123.15,Seal & Gasket Warehouse,Utilities
VLV-1617,relief valve 3/4in,42,707.76,Pump Solutions Ltd,Operations
BRG-1025,Angular Contact Bearing 7208,71,112.75,Timken Industrial,Maintenance
ORG-1998,O-Ring Viton 15mm ID,372,41.25,Pump Solutions Ltd,Production
MTR-1831,Gear Motor 1HP,8,1786.21,National Bolt & Nut,Warehouse
BRG-1029,Angular Contact Bearing UC205,459,40.47,National Bolt & Nut,Quality
WSH-1319,Lock Washer 1in,8366,0.03,Pipe & Fitting Co,Safety
HSE-1741,Hydraulic Fitting 3/4in x 3m,43,91.65,Pump Solutions Ltd,Warehouse
ELB-1484,Long Radius Elbow 90deg 2in,160,15.07,National Bolt & Nut,Warehouse
FLT-1779,Oil Filter Element 10 Micron,57,64.93,Timken Industrial,Warehouse
GSK-1670,Kammprofile Gasket 4in 150#,130,14.49,Pipe & Fitting Co,Operations
NUT-1255,Castle Nut M20,2618,1.57,Seal & Gasket Warehouse,Maintenance
PIP-1402,Steel Pipe SCH40 1in x 6m,184,323.23,Seal & Gasket Warehouse,Production
PRS-1729,RTD Sensor PT100 4in line,7,258.81,Pipe & Fitting Co,Operations
BRG-1034,Spherical Roller Bearing 30208,406,57.23,Seal & Gasket Warehouse,Engineering
NUT-1259,Castle Nut 1in,8465,0.55,Pump Solutions Ltd,Safety
LUB-1954,Bearing Grease 400g,40,378.93,Pump Solutions Ltd,Quality
PRS-1718,thermocouple type k 0-500psi,16,348.30,Valve World Inc,Engineering
WSH-1313,Lock Washer M12,4421,0.98,SKF Global,Utilities
ORG-2013,Oil Seal 10mm ID,349,23.38,National Bolt & Nut,Maintenance
NUT-1282,Acorn Nut M10,2094,2.49,Seal & Gasket Warehouse,Warehouse
ELC-2044,Circuit Breaker 160A,47,284.96,Pump Solutions Ltd,Engineering
ELB-1467,Elbow 90deg 1.5in,161,43.89,Valve World Inc,Quality
BRG-1057,Needle Roller Bearing NU210,280,33.20,National Bolt & Nut,Safety
BLT-1102,hex bolt m10x40,2517,1.41,Pump Solutions Ltd,Engineering
BRG-1003,Deep Groove Ball Bearing 30206,235,117.87,SKF Global,Quality
HSE-1768,Hydraulic Filter 3/8in,11,328.48,Timken Industrial,Quality
BRG-1086,Cylindrical Roller Bearing 22210,80,49.92,Pump Solutions Ltd,Quality
PRS-1685,Pressure Gauge 0-300C,24,253.42,SKF Global,Quality
PMP-1903,BOOSTER PUMP 2IN 15HP,5,6964.64,Timken Industrial,Operations
PIP-1440,CPVC Pipe 1/2in x 6m,90,275.79,Seal & Gasket Warehouse,Operations
PIP-1429,Galvanized Pipe 3in x 6m,154,110.07,Timken Industrial,Operations
NUT-1224,flange nut m16,8357,0.58,National Bolt & Nut,Maintenance
BRG-1014,Tapered Roller Bearing 30208,380,15.99,SKF Global,Production
BRG-1014,Tapered Roller Bearing 30208,380,15.99,SKF Global,Production
ORG-2034,V-Ring Seal 40mm ID,195,26.35,Seal & Gasket Warehouse,Warehouse
NUT-1232,Coupling Nut M10,1867,0.79,Pump Solutions Ltd,Safety
HSE-1765,Hydraulic Filter 3/4in x 3m,37,600.56,Pipe & Fitting Co,Utilities
GSK-1676,Metal Jacketed Gasket 3in 150#,31,17.17,Seal & Gasket Warehouse,Maintenance
NUT-1213,Lock Nut Nylon Insert M12,1672,2.49,National Bolt & Nut,Safety
WSH-1339,Belleville Washer 1in,4547,0.18,National Bolt & Nut,Quality
WSH-1339,Belleville Washer 1in,4547,0.18,National Bolt & Nut,Quality
BRG-1084,Cylindrical Roller Bearing 30208,139,78.02,SKF Global,Warehouse
BRG-1056,Needle Roller Bearing 22210,35,103.73,Electrical Supply House,Engineering
BLT-1143,Eye Bolt M10x50,2717,3.90,Pump Solutions Ltd,Operations
VLV-1616,Relief Valve 1/2in,11,833.49,Timken Industrial,Safety
WSH-1324,Spring Washer M16,5611,1.22,Electrical Supply House,Maintenance
VLV-1600,Plug Valve 1/2in,7,417.43,Pump Solutions Ltd,Production
ORG-1998,o-ring viton 15mm id,368,42.13,Valve World Inc,Safety
ORG-2036,V-Ring Seal 75mm ID,372,20.64,Seal & Gasket Warehouse,Safety
SLV-1928,Shaft Collar 80mm,12,126.77,Timken Industrial,Engineering
SLV-1916,Shaft Coupling 40mm,34,184.28,Seal & Gasket Warehouse,Quality
HSE-1737,Hydraulic Hose 1/2in,15,324.76,Electrical Supply House,Engineering
BLT-1165,STUD BOLT M16X80,4299,3.40,Pipe & Fitting Co,Safety
PIP-1423,  Carbon Steel Pipe SCH80 6in x 6m ,129,284.12,SKF Global,Utilities
FLT-1789,Air Filter Element 1 Micron,61,105.90,Seal & Gasket Warehouse,Production
PIP-1401,Steel Pipe SCH40 3/4in x 6m,116,236.46,National Bolt & Nut,Operations
BLT-1179,Anchor Bolt 3/4x4in,3754,0.97,Valve World Inc,Utilities
VLV-1564,Gate Valve 2in,22,173.13,Electrical Supply House,Safety
FLG-1513,slip-on flange 2in 150#,31,162.70,Electrical Supply House,Operations
SLV-1912,  Shaft Sleeve 80mm ,25,116.02,National Bolt & Nut,Quality
BLT-1110,  Socket Head Cap Screw M6x20 ,2303,4.23,Pipe & Fitting Co,Operations
PRS-1696,Flow Meter 0-200psi,23,269.90,Timken Industrial,Maintenance
ELC-2089,Junction Box 40A,43,363.24,SKF Global,Quality
VLV-1609,diaphragm valve 3/4in,35,244.13,Pump Solutions Ltd,Engineering
NUT-1219,Lock Nut Nylon Insert 1in,7439,2.30,National Bolt & Nut,Engineering
MTR-1854,Stepper Motor 5HP,1,1614.73,Electrical Supply House,Utilities
WSH-1348,Fender Washer 3/4in,6805,1.46,Pipe & Fitting Co,Warehouse
GSK-1636,Spiral Wound Gasket 6in 150#,38,40.83,Pipe & Fitting Co,Warehouse
WLD-2128,Flux Core Wire E71T-1 0.8mm x 15kg,84,20.72,Pipe & Fitting Co,Warehouse
VLV-1559,  Ball Valve Full Port 6in ,9,200.79,SKF Global,Safety
VLV-1589,Butterfly Valve 3in,24,339.39,Timken Industrial,Warehouse
VLV-1623,  Relief Valve 6in ,34,668.31,Pipe & Fitting Co,Maintenance
VLV-1623,  Relief Valve 6in ,34,668.31,Pipe & Fitting Co,Maintenance
VLV-1580,Check Valve Swing 2in,6,794.48,Electrical Supply House,Maintenance
WLD-2104,Welding Rod E6010 0.8mm x 15kg,7,78.77,SKF Global,Warehouse
WLD-2115,MIG Wire ER70S-6 4.0mm x 5kg,35,38.59,Timken Industrial,Production
LUB-1978,Chain Lubricant 200L,23,231.56,Electrical Supply House,Utilities
BRG-1097,Flanged Bearing Unit NU210,142,113.64,SKF Global,Quality
ELC-2096,Push Button Switch 32A,50,131.99,National Bolt & Nut,Safety
BRG-1037,Spherical Roller Bearing NU210,454,114.33,Pump Solutions Ltd,Engineering
BLT-1177,Anchor Bolt 1/2x2in,2508,0.72,Valve World Inc,Maintenance
PIP-1405,Steel Pipe SCH40 3in x 6m,118,336.45,Seal & Gasket Warehouse,Production
FLG-1511,WELD NECK FLANGE 6IN 300#,87,110.83,SKF Global,Operations
PMP-1887,Gear Pump 4in 25HP,1,5496.44,Pipe & Fitting Co,Quality
BLT-1131,flange bolt m8x30,1748,5.05,National Bolt & Nut,Safety
WSH-1345,fender washer m20,9669,1.24,Seal & Gasket Warehouse,Engineering
ELC-2098,Push Button Switch 63A,33,240.50,SKF Global,Maintenance
ELB-1490,Street Elbow 90deg 1in,96,39.07,Seal & Gasket Warehouse,Safety
PMP-1874,CENTRIFUGAL PUMP 3IN 20HP,4,2176.69,National Bolt & Nut,Safety
VLV-1569,Globe Valve 3/4in,2,203.21,Electrical Supply House,Safety
NUT-1236,COUPLING NUT 1/2IN,3368,1.78,Pump Solutions Ltd,Quality
VLV-1627,solenoid valve 1.5in,24,848.66,Seal & Gasket Warehouse,Utilities
PIP-1405,Steel Pipe SCH40 3in x 6m,45,112.39,National Bolt & Nut,Utilities
ORG-2010,O-RING SILICONE 40MM ID,290,33.14,Pipe & Fitting Co,Quality
MTR-1854,stepper motor 5hp,8,1786.21,Pump Solutions Ltd,Production
HSE-1740,Hydraulic Fitting 1/2in x 3m,46,481.36,Pipe & Fitting Co,Maintenance
